,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,years_operated,customer_rating,status,industry_ai,industry_e commerce,industry_ecommerce,industry_ed-tech,industry_edtech,industry_energy,industry_fintech,industry_foodtech,industry_health tech,industry_healthtech,industry_realestate,industry_saas,industry_transport,industry_travel,country_Canada,country_Germany,country_India,country_U.S.A,country_Uk,country_Usa,market_competition_Low,market_competition_Medium,profit_ratio,funding_per_employee
2156,2019,1.0,50000.0,5000000.0,534934.0,25.0,300000.0,9,3.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1069868,200000.0
2157,2021,3.0,50000.0,1000000.0,0.0,25.0,90000.0,3,3.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,40000.0
2158,2014,1.0,50000.0,12000000.0,0.0,5.0,90000.0,6,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,2400000.0
2159,2015,1.0,300000.0,1000000.0,534934.0,25.0,90000.0,1,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.534934,40000.0
2160,2021,4.0,300000.0,5000000.0,534934.0,300.0,90000.0,7,1.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.1069868,16666.666666666668
2161,2023,3.0,50000.0,12000000.0,534934.0,5.0,150000.0,13,4.5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.04457783333333333,2400000.0
2162,2013,2.0,100000.0,200000.0,534934.0,300.0,300000.0,12,2.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.67467,666.6666666666666
2163,2020,4.0,800000.0,5000000.0,534934.0,25.0,300000.0,5,4.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.1069868,200000.0
2164,2014,3.0,100000.0,200000.0,6973970.0,10.0,300000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,34.86985,20000.0
2165,2023,1.0,300000.0,1000000.0,2035388.0,10.0,300000.0,10,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,2.035388,100000.0
2166,2023,4.0,300000.0,12000000.0,0.0,10.0,300000.0,15,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,1200000.0
2167,2019,2.0,800000.0,200000.0,0.0,25.0,300000.0,4,4.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,8000.0
2168,2022,2.0,100000.0,200000.0,0.0,50.0,150000.0,2,4.5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,4000.0
2169,2021,1.0,50000.0,200000.0,0.0,300.0,150000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0,666.6666666666666
2170,2013,3.0,300000.0,200000.0,534934.0,3.0,90000.0,10,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.67467,66666.66666666667
2171,2016,1.0,800000.0,5000000.0,534934.0,25.0,300000.0,14,3.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1069868,200000.0
2172,2015,3.0,300000.0,1000000.0,11603968.125,10.0,300000.0,13,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.603968125,100000.0
2173,2022,4.0,300000.0,1000000.0,534934.0,5.0,150000.0,9,1.5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.534934,200000.0
2174,2010,4.0,300000.0,200000.0,534934.0,25.0,150000.0,9,3.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.67467,8000.0
2175,2019,3.0,100000.0,1000000.0,0.0,300.0,90000.0,12,2.3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.0,3333.3333333333335
2176,2022,3.0,50000.0,12000000.0,534934.0,120.0,150000.0,13,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.04457783333333333,100000.0
2177,2010,4.0,1500000.0,200000.0,0.0,300.0,300000.0,9,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,666.6666666666666
2178,2020,5.0,300000.0,200000.0,11603968.125,300.0,150000.0,6,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58.019840625,666.6666666666666
2179,2021,3.0,50000.0,1000000.0,0.0,50.0,300000.0,15,2.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,20000.0
2180,2010,2.0,1500000.0,1000000.0,11603968.125,300.0,150000.0,1,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,11.603968125,3333.3333333333335
2181,2019,3.0,800000.0,1000000.0,7961211.0,3.0,300000.0,4,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.961211,333333.3333333333
2182,2016,5.0,1500000.0,200000.0,534934.0,25.0,300000.0,11,3.8,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.67467,8000.0
2183,2010,3.0,300000.0,12000000.0,10669235.0,25.0,150000.0,6,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.8891029166666666,480000.0
2184,2016,3.0,800000.0,5000000.0,11603968.125,300.0,300000.0,14,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2.320793625,16666.666666666668
2185,2014,3.0,300000.0,200000.0,534934.0,50.0,300000.0,3,4.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,2.67467,4000.0
2186,2011,1.0,50000.0,1000000.0,534934.0,120.0,300000.0,8,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.534934,8333.333333333334
2187,2017,4.0,300000.0,1000000.0,534934.0,10.0,90000.0,4,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.534934,100000.0
2188,2014,5.0,800000.0,200000.0,11603968.125,25.0,40000.0,7,3.8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,58.019840625,8000.0
2189,2019,1.0,50000.0,1000000.0,7671653.0,25.0,150000.0,1,2.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.671653,40000.0
2190,2013,5.0,300000.0,200000.0,0.0,25.0,150000.0,3,2.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.0,8000.0
2191,2022,1.0,300000.0,200000.0,7699803.0,25.0,90000.0,9,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,38.499015,8000.0
2192,2021,3.0,300000.0,1000000.0,0.0,300.0,150000.0,2,3.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,3333.3333333333335
2193,2015,5.0,50000.0,1000000.0,534934.0,3.0,90000.0,12,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.534934,333333.3333333333
2194,2023,5.0,800000.0,200000.0,11603968.125,10.0,300000.0,7,2.3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,58.019840625,20000.0
2195,2014,5.0,50000.0,5000000.0,0.0,25.0,90000.0,6,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.0,200000.0
2196,2011,2.0,300000.0,5000000.0,534934.0,5.0,90000.0,13,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.1069868,1000000.0
2197,2020,4.0,50000.0,1000000.0,0.0,300.0,300000.0,11,3.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,3333.3333333333335
2198,2012,4.0,1500000.0,1000000.0,534934.0,25.0,90000.0,13,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.534934,40000.0
2199,2023,4.0,1500000.0,12000000.0,0.0,25.0,40000.0,13,2.3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,480000.0
2200,2011,3.0,100000.0,200000.0,11603968.125,25.0,90000.0,6,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,58.019840625,8000.0
2201,2022,1.0,300000.0,1000000.0,11603968.125,5.0,90000.0,7,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,200000.0
2202,2013,5.0,300000.0,200000.0,9152006.0,3.0,40000.0,6,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,45.76003,66666.66666666667
2203,2021,3.0,1500000.0,12000000.0,7410822.0,25.0,40000.0,14,2.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6175685,480000.0
2204,2011,4.0,800000.0,12000000.0,0.0,300.0,90000.0,1,3.8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,40000.0
2205,2015,5.0,100000.0,5000000.0,11603968.125,120.0,300000.0,7,4.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,2.320793625,41666.666666666664
2206,2020,3.0,50000.0,1000000.0,534934.0,300.0,90000.0,7,3.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.534934,3333.3333333333335
2207,2018,4.0,800000.0,5000000.0,5187259.0,3.0,40000.0,2,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1.0374518,1666666.6666666667
2208,2011,3.0,100000.0,200000.0,534934.0,50.0,300000.0,5,3.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.67467,4000.0
2209,2017,2.0,300000.0,1000000.0,6639776.0,120.0,90000.0,13,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.639776,8333.333333333334
2210,2016,3.0,1500000.0,12000000.0,534934.0,25.0,150000.0,6,3.8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.04457783333333333,480000.0
2211,2014,5.0,100000.0,5000000.0,534934.0,3.0,40000.0,5,4.5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.1069868,1666666.6666666667
2212,2022,3.0,300000.0,200000.0,0.0,10.0,90000.0,13,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,20000.0
2213,2013,5.0,300000.0,1000000.0,5315725.0,120.0,40000.0,7,2.3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.315725,8333.333333333334
2214,2015,3.0,100000.0,200000.0,0.0,25.0,40000.0,7,4.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,8000.0
2215,2019,1.0,300000.0,1000000.0,0.0,50.0,150000.0,2,4.5,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,20000.0
2216,2019,3.0,300000.0,5000000.0,534934.0,300.0,150000.0,14,3.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.1069868,16666.666666666668
2217,2022,3.0,1500000.0,200000.0,0.0,25.0,40000.0,15,4.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,8000.0
2218,2020,3.0,300000.0,1000000.0,11603968.125,5.0,150000.0,12,2.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,200000.0
2219,2020,1.0,50000.0,200000.0,534934.0,10.0,150000.0,5,4.5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,2.67467,20000.0
2220,2014,4.0,800000.0,12000000.0,1394912.0,3.0,40000.0,6,4.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.11624266666666666,4000000.0
2221,2017,3.0,300000.0,1000000.0,11603968.125,25.0,150000.0,6,3.8,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.603968125,40000.0
2222,2021,1.0,800000.0,12000000.0,11603968.125,300.0,300000.0,9,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.96699734375,40000.0
2223,2022,5.0,300000.0,5000000.0,0.0,50.0,300000.0,13,4.5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,100000.0
2224,2020,2.0,300000.0,1000000.0,9834434.0,10.0,150000.0,7,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,9.834434,100000.0
2225,2011,3.0,50000.0,200000.0,7219511.0,10.0,300000.0,13,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,36.097555,20000.0
2226,2018,3.0,100000.0,1000000.0,0.0,3.0,40000.0,12,3.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,333333.3333333333
2227,2012,3.0,50000.0,1000000.0,0.0,3.0,300000.0,3,3.8,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.0,333333.3333333333
2228,2023,4.0,50000.0,200000.0,534934.0,5.0,300000.0,15,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,2.67467,40000.0
2229,2019,3.0,50000.0,200000.0,534934.0,10.0,40000.0,12,3.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2.67467,20000.0
2230,2014,3.0,1500000.0,12000000.0,4107426.0,25.0,150000.0,14,2.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.3422855,480000.0
2231,2020,3.0,100000.0,1000000.0,0.0,5.0,150000.0,15,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,200000.0
2232,2021,2.0,50000.0,12000000.0,11603968.125,5.0,90000.0,6,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.96699734375,2400000.0
2233,2018,1.0,300000.0,12000000.0,534934.0,25.0,90000.0,12,2.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.04457783333333333,480000.0
2234,2017,3.0,300000.0,1000000.0,534934.0,300.0,150000.0,9,4.5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.534934,3333.3333333333335
2235,2015,2.0,50000.0,1000000.0,11603968.125,300.0,150000.0,8,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,11.603968125,3333.3333333333335
2236,2016,3.0,300000.0,200000.0,0.0,3.0,40000.0,2,2.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,66666.66666666667
2237,2010,3.0,800000.0,12000000.0,0.0,25.0,40000.0,11,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,480000.0
2238,2018,1.0,1500000.0,1000000.0,0.0,10.0,90000.0,14,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,100000.0
2239,2023,3.0,100000.0,1000000.0,0.0,10.0,90000.0,6,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,100000.0
2240,2012,5.0,50000.0,1000000.0,534934.0,3.0,150000.0,5,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.534934,333333.3333333333
2241,2018,2.0,50000.0,200000.0,0.0,3.0,150000.0,14,1.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,66666.66666666667
2242,2022,3.0,300000.0,12000000.0,0.0,25.0,150000.0,4,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,480000.0
2243,2021,2.0,300000.0,1000000.0,534934.0,3.0,90000.0,10,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.534934,333333.3333333333
2244,2023,1.0,100000.0,1000000.0,0.0,120.0,150000.0,3,4.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,8333.333333333334
2245,2014,3.0,50000.0,1000000.0,11603968.125,120.0,150000.0,4,1.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.603968125,8333.333333333334
2246,2018,4.0,100000.0,200000.0,11603968.125,3.0,300000.0,7,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,58.019840625,66666.66666666667
2247,2012,1.0,800000.0,1000000.0,11603968.125,120.0,300000.0,12,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,11.603968125,8333.333333333334
2248,2018,3.0,300000.0,12000000.0,2795163.0,3.0,40000.0,8,3.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.23293025,4000000.0
2249,2014,1.0,300000.0,12000000.0,11603968.125,3.0,150000.0,12,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.96699734375,4000000.0
2250,2019,5.0,300000.0,12000000.0,534934.0,10.0,40000.0,10,3.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.04457783333333333,1200000.0
2251,2018,3.0,800000.0,1000000.0,534934.0,5.0,300000.0,15,4.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.534934,200000.0
2252,2014,4.0,100000.0,12000000.0,11603968.125,120.0,40000.0,6,3.8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.96699734375,100000.0
2253,2017,1.0,300000.0,1000000.0,0.0,10.0,40000.0,11,4.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,100000.0
2254,2011,3.0,50000.0,12000000.0,534934.0,5.0,90000.0,7,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.04457783333333333,2400000.0
2255,2021,1.0,1500000.0,1000000.0,534934.0,25.0,150000.0,14,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.534934,40000.0
2256,2017,4.0,1500000.0,5000000.0,534934.0,10.0,300000.0,6,3.8,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1069868,500000.0
2257,2011,4.0,50000.0,12000000.0,0.0,3.0,150000.0,9,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,4000000.0
2258,2012,5.0,1500000.0,1000000.0,11603968.125,10.0,150000.0,8,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.603968125,100000.0
2259,2014,3.0,800000.0,200000.0,11603968.125,300.0,150000.0,9,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58.019840625,666.6666666666666
2260,2023,3.0,300000.0,12000000.0,0.0,3.0,40000.0,1,4.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,4000000.0
2261,2013,5.0,300000.0,1000000.0,11603968.125,5.0,90000.0,2,3.8,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,11.603968125,200000.0
2262,2013,2.0,1500000.0,1000000.0,534934.0,50.0,90000.0,5,3.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.534934,20000.0
2263,2012,2.0,50000.0,1000000.0,11603968.125,120.0,150000.0,8,4.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.603968125,8333.333333333334
2264,2019,3.0,50000.0,1000000.0,11603968.125,5.0,300000.0,5,2.3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,11.603968125,200000.0
2265,2018,2.0,300000.0,200000.0,534934.0,300.0,90000.0,8,2.3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.67467,666.6666666666666
2266,2016,5.0,300000.0,1000000.0,0.0,25.0,300000.0,15,3.8,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,40000.0
2267,2010,4.0,300000.0,200000.0,11603968.125,25.0,300000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,58.019840625,8000.0
2268,2015,3.0,300000.0,12000000.0,0.0,120.0,150000.0,4,1.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,100000.0
2269,2012,4.0,300000.0,1000000.0,0.0,120.0,300000.0,13,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,8333.333333333334
2270,2016,2.0,100000.0,5000000.0,0.0,120.0,150000.0,5,3.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,41666.666666666664
2271,2015,5.0,100000.0,5000000.0,0.0,25.0,150000.0,3,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.0,200000.0
2272,2016,1.0,300000.0,1000000.0,534934.0,50.0,150000.0,11,2.3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.534934,20000.0
2273,2014,2.0,50000.0,200000.0,5127413.0,25.0,150000.0,6,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,25.637065,8000.0
2274,2016,2.0,1500000.0,5000000.0,11603968.125,120.0,300000.0,13,3.8,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,2.320793625,41666.666666666664
2275,2023,3.0,1500000.0,1000000.0,534934.0,120.0,40000.0,15,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.534934,8333.333333333334
2276,2017,5.0,50000.0,200000.0,534934.0,300.0,150000.0,2,3.8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.67467,666.6666666666666
2277,2021,1.0,50000.0,12000000.0,9004520.0,5.0,90000.0,4,1.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.7503766666666667,2400000.0
2278,2013,2.0,800000.0,1000000.0,534934.0,300.0,40000.0,4,4.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.534934,3333.3333333333335
2279,2019,3.0,50000.0,200000.0,11603968.125,3.0,40000.0,11,1.5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,58.019840625,66666.66666666667
2280,2020,3.0,800000.0,1000000.0,0.0,25.0,150000.0,7,3.0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,40000.0
2281,2010,4.0,300000.0,200000.0,0.0,50.0,150000.0,9,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.0,4000.0
2282,2017,1.0,300000.0,1000000.0,487162.0,120.0,40000.0,5,3.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.487162,8333.333333333334
2283,2022,4.0,50000.0,1000000.0,1048403.0,25.0,150000.0,8,1.5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1.048403,40000.0
2284,2010,3.0,100000.0,1000000.0,11603968.125,10.0,150000.0,7,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,11.603968125,100000.0
2285,2021,5.0,300000.0,5000000.0,11603968.125,25.0,150000.0,6,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,2.320793625,200000.0
2286,2023,1.0,300000.0,12000000.0,0.0,3.0,90000.0,1,2.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.0,4000000.0
2287,2020,3.0,300000.0,5000000.0,534934.0,3.0,150000.0,8,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1069868,1666666.6666666667
2288,2014,3.0,100000.0,12000000.0,9527901.0,50.0,150000.0,14,2.3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.79399175,240000.0
2289,2010,2.0,300000.0,1000000.0,11603968.125,25.0,300000.0,5,3.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,11.603968125,40000.0
2290,2020,3.0,1500000.0,1000000.0,11603968.125,3.0,40000.0,7,2.3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,11.603968125,333333.3333333333
2291,2012,3.0,300000.0,1000000.0,11603968.125,25.0,90000.0,9,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.603968125,40000.0
2292,2010,5.0,300000.0,12000000.0,11603968.125,3.0,40000.0,6,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0.96699734375,4000000.0
2293,2015,2.0,100000.0,1000000.0,0.0,3.0,300000.0,6,1.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0,333333.3333333333
2294,2010,5.0,300000.0,12000000.0,9236747.0,50.0,150000.0,13,3.8,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7697289166666667,240000.0
