startup_id,startup_name,industry,country,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,market_competition,years_operated,customer_rating,reason_for_failure,status
S02255,Startup_2255,RealEstate,Canada,2011,3.0,50000.0,12000000.0,,5.0,90000.0,Low,7,1.5,Regulatory issues,failed
S02256,Startup_2256,AI,Germany,2021,1.0,1500000.0,,,25.0,,high,14,,Bad marketing,Failed
S02257,Startup_2257,E commerce,USA,2017,4.0,1500000.0,5000000.0,,10.0,300000.0,high,6,3.8,,Failed
S02258,Startup_2258,RealEstate,India,2011,4.0,50000.0,12000000.0,-100000.0,3.0,,High,9,1.5,,Failed
S02259,Startup_2259,FoodTech,Australia,2012,5.0,1500000.0,,15869791.0,10.0,,low,8,,Regulatory issues,failed
S02260,Startup_2260,Agritech,India,2014,,800000.0,200000.0,15891744.0,300.0,,High,9,3.8,Lack of market demand,failed
S02261,Startup_2261,FinTech,india,2023,,300000.0,12000000.0,-100000.0,3.0,40000.0,low,1,4.5,Strong competition,failed
S02262,Startup_2262,SaaS,U.S.A,2013,5.0,300000.0,,15730613.0,5.0,90000.0,high,2,3.8,Regulatory issues,Success
S02263,Startup_2263,HealthTech,UK,2013,2.0,1500000.0,1000000.0,,50.0,90000.0,Medium,5,,Bad marketing,Failed
S02264,Startup_2264,Ed-tech,india,2012,2.0,50000.0,1000000.0,25791057.0,120.0,150000.0,Low,8,4.5,,Success
S02265,Startup_2265,AI,U.S.A,2019,3.0,50000.0,,17639138.0,5.0,300000.0,Low,5,2.3,Regulatory issues,failed
S02266,Startup_2266,Energy,Canada,2018,2.0,300000.0,200000.0,,300.0,90000.0,Low,8,2.3,Bad marketing,Failed
S02267,Startup_2267,EdTech,UK,2016,5.0,300000.0,,-100000.0,25.0,300000.0,low,15,3.8,High burn rate,Success
S02268,Startup_2268,Travel,Canada,2010,4.0,300000.0,200000.0,23610677.0,,300000.0,low,8,1.5,Lack of market demand,Failed
S02269,Startup_2269,Ed-tech,Australia,2015,,300000.0,12000000.0,-100000.0,120.0,,Medium,4,1.5,Regulatory issues,failed
S02270,Startup_2270,SaaS,India,2012,4.0,300000.0,,-100000.0,120.0,300000.0,High,13,,Strong competition,Failed
S02271,Startup_2271,Health Tech,USA,2016,2.0,100000.0,5000000.0,-100000.0,120.0,,high,5,,,Failed
S02272,Startup_2272,Transport,india,2015,5.0,100000.0,5000000.0,-100000.0,25.0,,Medium,3,3.0,Strong competition,Failed
S02273,Startup_2273,HealthTech,UK,2016,1.0,,,,50.0,150000.0,low,11,2.3,Cash flow issues,Success
S02274,Startup_2274,RealEstate,India,2014,2.0,50000.0,200000.0,5127413.0,25.0,,Low,6,3.0,Bad marketing,failed
S02275,Startup_2275,RealEstate,Canada,2016,2.0,1500000.0,5000000.0,29732007.0,120.0,300000.0,Medium,13,3.8,Poor financial planning,failed
S02276,Startup_2276,FinTech,India,2023,3.0,1500000.0,,,120.0,40000.0,High,15,,Cash flow issues,failed
S02277,Startup_2277,FoodTech,USA,2017,5.0,50000.0,200000.0,,300.0,,High,2,3.8,Poor financial planning,failed
S02278,Startup_2278,Travel,india,2021,1.0,50000.0,12000000.0,9004520.0,5.0,90000.0,Low,4,1.5,Lack of market demand,Success
S02279,Startup_2279,SaaS,india,2013,2.0,800000.0,1000000.0,,300.0,40000.0,low,4,4.5,Regulatory issues,Failed
S02280,Startup_2280,FoodTech,Germany,2019,3.0,50000.0,200000.0,14224860.0,3.0,40000.0,High,11,1.5,,Success
S02281,Startup_2281,E commerce,UK,2020,,800000.0,,-100000.0,25.0,150000.0,High,7,,Strong competition,Success
S02282,Startup_2282,Transport,UK,2010,4.0,300000.0,200000.0,-100000.0,50.0,,high,9,1.5,,Failed
S02283,Startup_2283,Fintech,india,2017,1.0,,1000000.0,487162.0,120.0,40000.0,Medium,5,3.8,,Success
S02284,Startup_2284,AI,india,2022,4.0,50000.0,1000000.0,1048403.0,25.0,150000.0,Medium,8,1.5,,failed
S02285,Startup_2285,Ecommerce,Canada,2010,3.0,100000.0,,16849645.0,10.0,150000.0,Medium,7,3.0,High burn rate,Success
S02286,Startup_2286,Transport,India,2021,5.0,300000.0,5000000.0,23737753.0,25.0,,Low,6,3.8,High burn rate,failed
S02287,Startup_2287,HealthTech,Canada,2023,1.0,,12000000.0,-100000.0,3.0,90000.0,low,1,2.3,,failed
S02288,Startup_2288,FoodTech,Canada,2020,3.0,,5000000.0,,3.0,150000.0,High,8,,,failed
S02289,Startup_2289,Energy,Canada,2014,,100000.0,12000000.0,9527901.0,50.0,150000.0,low,14,2.3,Strong competition,Failed
S02290,Startup_2290,SaaS,Germany,2010,2.0,300000.0,,21438376.0,,300000.0,high,5,3.0,Poor financial planning,Success
S02291,Startup_2291,Fintech,india,2020,3.0,1500000.0,1000000.0,16429988.0,3.0,40000.0,Medium,7,2.3,Cash flow issues,Success
S02292,Startup_2292,AI,india,2012,3.0,,,29381448.0,,90000.0,Low,9,3.0,High burn rate,Success
S02293,Startup_2293,Travel,Canada,2010,5.0,300000.0,12000000.0,19275089.0,3.0,40000.0,Medium,6,3.0,,failed
S02294,Startup_2294,SaaS,India,2015,2.0,100000.0,1000000.0,-100000.0,3.0,300000.0,high,6,1.5,High burn rate,failed
S02295,Startup_2295,Energy,Germany,2010,5.0,300000.0,12000000.0,9236747.0,50.0,150000.0,High,13,3.8,Cash flow issues,Success
S02296,Startup_2296,Energy,Germany,2016,,100000.0,1000000.0,2513980.0,,90000.0,Low,14,4.5,Bad marketing,Failed
S02297,Startup_2297,FoodTech,Canada,2016,1.0,1500000.0,12000000.0,28381562.0,25.0,,Medium,10,3.8,Lack of market demand,Success
S02298,Startup_2298,FinTech,UK,2020,2.0,,12000000.0,,3.0,90000.0,low,3,4.5,Strong competition,Success
S02299,Startup_2299,E commerce,India,2019,4.0,1500000.0,200000.0,,25.0,40000.0,Low,6,,Poor financial planning,Success
S02300,Startup_2300,Ed-tech,india,2020,5.0,1500000.0,200000.0,2380379.0,5.0,150000.0,low,5,3.0,Lack of market demand,Success
S02301,Startup_2301,Travel,U.S.A,2011,4.0,300000.0,12000000.0,20247163.0,25.0,,low,13,,High burn rate,Failed
S02302,Startup_2302,FinTech,U.S.A,2021,1.0,1500000.0,5000000.0,-100000.0,300.0,90000.0,low,15,1.5,Lack of market demand,Success
S02303,Startup_2303,Travel,U.S.A,2020,3.0,,,4459837.0,,300000.0,Medium,5,3.0,High burn rate,Failed
S02304,Startup_2304,Ed-tech,USA,2017,4.0,100000.0,,187028.0,,90000.0,Medium,12,,,Success
S02305,Startup_2305,AI,India,2021,2.0,300000.0,1000000.0,,3.0,150000.0,High,3,4.5,Regulatory issues,Success
S02306,Startup_2306,Health Tech,Canada,2014,1.0,,12000000.0,,25.0,40000.0,Low,15,3.0,,failed
S02307,Startup_2307,HealthTech,India,2021,,100000.0,,7751622.0,25.0,40000.0,Low,8,1.5,Bad marketing,Success
S02308,Startup_2308,Ed-tech,Australia,2023,,300000.0,,-100000.0,50.0,40000.0,High,14,2.3,High burn rate,failed
S02309,Startup_2309,Travel,india,2021,4.0,1500000.0,1000000.0,,3.0,150000.0,high,12,3.0,Bad marketing,Success
S02310,Startup_2310,Transport,USA,2019,3.0,50000.0,200000.0,22954508.0,3.0,150000.0,Low,8,3.8,Founder conflict,failed
S02311,Startup_2311,Travel,Australia,2010,,800000.0,5000000.0,-100000.0,50.0,40000.0,Low,10,2.3,Cash flow issues,failed
S02312,Startup_2312,Travel,Canada,2016,1.0,,,,120.0,,Low,10,3.0,,Failed
S02313,Startup_2313,Travel,UK,2020,,100000.0,12000000.0,-100000.0,3.0,150000.0,Medium,3,1.5,Cash flow issues,Success
S02314,Startup_2314,Fintech,USA,2011,3.0,300000.0,5000000.0,23185102.0,50.0,40000.0,low,9,,Bad marketing,failed
S02315,Startup_2315,Fintech,Germany,2016,3.0,50000.0,,,3.0,,High,13,1.5,,failed
S02316,Startup_2316,Transport,USA,2021,1.0,50000.0,,-100000.0,10.0,90000.0,low,7,2.3,,Success
S02317,Startup_2317,RealEstate,India,2015,3.0,100000.0,200000.0,-100000.0,5.0,40000.0,Low,8,3.8,Bad marketing,Failed
S02318,Startup_2318,Transport,UK,2015,2.0,100000.0,200000.0,19191508.0,3.0,40000.0,high,3,3.0,Strong competition,Success
S02319,Startup_2319,Health Tech,india,2012,5.0,800000.0,5000000.0,3105356.0,,150000.0,low,6,3.8,,failed
S02320,Startup_2320,Transport,india,2020,,100000.0,200000.0,3886710.0,,40000.0,Low,14,3.0,Bad marketing,failed
S02321,Startup_2321,Travel,UK,2014,5.0,800000.0,5000000.0,5305940.0,300.0,300000.0,High,1,1.5,Regulatory issues,Success
S02322,Startup_2322,EdTech,Germany,2011,4.0,300000.0,200000.0,-100000.0,50.0,90000.0,low,3,3.0,Lack of market demand,Failed
S02323,Startup_2323,FinTech,Canada,2022,5.0,100000.0,,-100000.0,3.0,40000.0,Low,5,3.8,Poor financial planning,Failed
S02324,Startup_2324,EdTech,UK,2012,2.0,300000.0,5000000.0,-100000.0,3.0,300000.0,Low,11,1.5,Strong competition,failed
S02325,Startup_2325,Transport,India,2014,1.0,800000.0,5000000.0,11233487.0,120.0,150000.0,High,9,3.0,Cash flow issues,Failed
S02326,Startup_2326,Agritech,Germany,2021,5.0,,12000000.0,,10.0,90000.0,Medium,3,3.8,Strong competition,Success
S02327,Startup_2327,Energy,USA,2023,,800000.0,1000000.0,,300.0,150000.0,high,2,4.5,Cash flow issues,Success
S02328,Startup_2328,SaaS,Germany,2017,3.0,,200000.0,,10.0,,Medium,15,3.8,,Success
S02329,Startup_2329,FoodTech,Australia,2012,,1500000.0,12000000.0,-100000.0,10.0,150000.0,low,1,3.0,Bad marketing,Failed
S02330,Startup_2330,RealEstate,UK,2018,5.0,800000.0,12000000.0,8217028.0,10.0,300000.0,Low,12,4.5,Strong competition,failed
S02331,Startup_2331,Energy,UK,2010,5.0,100000.0,200000.0,,50.0,150000.0,Low,10,3.8,Lack of market demand,Failed
S02332,Startup_2332,AI,Canada,2013,2.0,,12000000.0,,5.0,300000.0,low,1,,Strong competition,Success
S02333,Startup_2333,SaaS,india,2021,2.0,100000.0,200000.0,,300.0,150000.0,low,12,,Cash flow issues,Failed
S02334,Startup_2334,EdTech,U.S.A,2016,3.0,,12000000.0,-100000.0,25.0,300000.0,High,13,3.0,,Failed
S02335,Startup_2335,Ecommerce,U.S.A,2010,3.0,300000.0,200000.0,,5.0,300000.0,high,15,3.8,,failed
S02336,Startup_2336,Ecommerce,India,2016,2.0,300000.0,200000.0,-100000.0,25.0,300000.0,High,13,1.5,Strong competition,failed
S02337,Startup_2337,Agritech,Canada,2023,,100000.0,1000000.0,23137125.0,10.0,90000.0,Low,13,3.8,Lack of market demand,Failed
S02338,Startup_2338,Ecommerce,Germany,2017,5.0,800000.0,200000.0,,120.0,40000.0,Medium,14,,Lack of market demand,failed
S02339,Startup_2339,FinTech,india,2013,5.0,50000.0,5000000.0,3755297.0,,40000.0,High,12,,,failed
S02340,Startup_2340,AI,india,2019,,50000.0,,22939349.0,5.0,150000.0,low,10,1.5,Bad marketing,failed
S02341,Startup_2341,Agritech,UK,2010,5.0,50000.0,,-100000.0,,,high,10,1.5,Regulatory issues,Failed
S02342,Startup_2342,FinTech,Germany,2020,1.0,50000.0,200000.0,-100000.0,,90000.0,High,1,3.8,Regulatory issues,Success
S02343,Startup_2343,SaaS,Canada,2015,1.0,1500000.0,12000000.0,-100000.0,120.0,300000.0,Medium,5,,High burn rate,Failed
S02344,Startup_2344,Transport,Australia,2016,4.0,1500000.0,5000000.0,27546683.0,120.0,90000.0,Low,6,1.5,High burn rate,Failed
S02345,Startup_2345,Energy,Canada,2011,2.0,100000.0,1000000.0,-100000.0,50.0,,High,2,1.5,Strong competition,Failed
S02346,Startup_2346,Fintech,Australia,2015,,300000.0,200000.0,,25.0,,low,11,2.3,Regulatory issues,Success
S02347,Startup_2347,Transport,india,2017,1.0,100000.0,1000000.0,,120.0,,High,15,3.8,High burn rate,Success
S02348,Startup_2348,Ed-tech,Australia,2019,5.0,100000.0,1000000.0,-100000.0,10.0,,Low,2,3.8,Lack of market demand,Success
S02349,Startup_2349,E commerce,india,2012,,300000.0,12000000.0,-100000.0,,150000.0,Low,14,3.0,Founder conflict,failed
S02350,Startup_2350,FoodTech,UK,2023,,,12000000.0,-100000.0,120.0,90000.0,high,8,2.3,High burn rate,Failed
S02351,Startup_2351,Agritech,Australia,2018,2.0,50000.0,12000000.0,26482900.0,3.0,300000.0,low,1,2.3,Cash flow issues,Failed
S02352,Startup_2352,HealthTech,UK,2019,,50000.0,200000.0,-100000.0,50.0,40000.0,Medium,2,3.8,Poor financial planning,Failed
S02353,Startup_2353,EdTech,Canada,2011,1.0,,12000000.0,,10.0,,Low,12,3.8,Lack of market demand,Success
S02354,Startup_2354,Energy,india,2016,3.0,,200000.0,-100000.0,5.0,150000.0,Medium,13,,Poor financial planning,Success
S02355,Startup_2355,Fintech,UK,2014,5.0,800000.0,,23047212.0,5.0,90000.0,Medium,6,3.8,Cash flow issues,Success
S02356,Startup_2356,Energy,india,2016,4.0,50000.0,200000.0,20528547.0,25.0,150000.0,High,8,3.8,Strong competition,Failed
S02357,Startup_2357,FoodTech,U.S.A,2011,5.0,50000.0,200000.0,27250585.0,300.0,300000.0,Low,11,2.3,Regulatory issues,Failed
S02358,Startup_2358,Transport,U.S.A,2013,1.0,1500000.0,1000000.0,20826491.0,50.0,300000.0,Low,15,2.3,Cash flow issues,Success
S02359,Startup_2359,Ed-tech,india,2016,,800000.0,1000000.0,26503565.0,3.0,,Medium,7,,Regulatory issues,failed
S02360,Startup_2360,Energy,India,2023,,100000.0,5000000.0,18412368.0,10.0,300000.0,Low,7,2.3,High burn rate,failed
S02361,Startup_2361,HealthTech,Canada,2013,2.0,1500000.0,200000.0,25351989.0,10.0,,high,8,2.3,Cash flow issues,failed
S02362,Startup_2362,Transport,India,2017,1.0,300000.0,1000000.0,21908054.0,,300000.0,high,5,1.5,Bad marketing,failed
S02363,Startup_2363,HealthTech,U.S.A,2016,4.0,,200000.0,23244919.0,5.0,90000.0,Low,15,2.3,High burn rate,failed
S02364,Startup_2364,Agritech,India,2018,2.0,1500000.0,200000.0,28948286.0,120.0,300000.0,Low,2,3.8,Cash flow issues,Failed
S02365,Startup_2365,Ed-tech,Germany,2021,3.0,,200000.0,,3.0,90000.0,Medium,7,3.0,Cash flow issues,Success
S02366,Startup_2366,E commerce,Germany,2011,5.0,300000.0,5000000.0,,10.0,90000.0,High,8,3.8,,Success
S02367,Startup_2367,Transport,India,2010,2.0,800000.0,200000.0,,5.0,300000.0,High,10,,Regulatory issues,Success
S02368,Startup_2368,Transport,U.S.A,2019,1.0,1500000.0,,-100000.0,25.0,150000.0,High,3,1.5,,Success
S02369,Startup_2369,Transport,india,2015,2.0,100000.0,1000000.0,-100000.0,300.0,40000.0,Low,1,2.3,Poor financial planning,Failed
S02370,Startup_2370,Travel,USA,2011,,300000.0,12000000.0,14945330.0,3.0,300000.0,Low,7,4.5,Regulatory issues,failed
S02371,Startup_2371,SaaS,India,2022,5.0,800000.0,200000.0,,10.0,,low,5,3.0,Strong competition,Failed
S02372,Startup_2372,Energy,Germany,2021,2.0,50000.0,12000000.0,,25.0,,High,15,,Cash flow issues,failed
S02373,Startup_2373,Ed-tech,Australia,2014,5.0,300000.0,1000000.0,28423858.0,3.0,40000.0,high,9,2.3,Founder conflict,failed
S02374,Startup_2374,Health Tech,India,2017,,1500000.0,1000000.0,,5.0,90000.0,Medium,12,2.3,Cash flow issues,Failed
S02375,Startup_2375,FinTech,Germany,2014,2.0,100000.0,12000000.0,20681373.0,3.0,300000.0,low,11,3.8,,Success
S02376,Startup_2376,Transport,India,2015,4.0,300000.0,5000000.0,3097645.0,50.0,90000.0,high,13,,Strong competition,Success
S02377,Startup_2377,Agritech,Canada,2017,2.0,50000.0,12000000.0,1340518.0,300.0,150000.0,Low,4,3.0,,failed
S02378,Startup_2378,Health Tech,Australia,2014,4.0,,1000000.0,-100000.0,25.0,40000.0,high,10,2.3,,Success
S02379,Startup_2379,Fintech,USA,2011,3.0,,5000000.0,,3.0,40000.0,low,10,1.5,Regulatory issues,Success
S02380,Startup_2380,E commerce,india,2012,5.0,100000.0,5000000.0,-100000.0,300.0,90000.0,high,10,3.8,,Success
S02381,Startup_2381,Agritech,Canada,2015,4.0,800000.0,,-100000.0,5.0,,high,9,1.5,Regulatory issues,Failed
S02382,Startup_2382,SaaS,india,2015,,,200000.0,12844979.0,300.0,300000.0,high,2,2.3,Bad marketing,failed
S02383,Startup_2383,E commerce,Canada,2023,2.0,100000.0,5000000.0,-100000.0,300.0,40000.0,high,4,1.5,Lack of market demand,Success
S02384,Startup_2384,Ed-tech,india,2015,4.0,800000.0,200000.0,26023459.0,25.0,40000.0,Medium,9,,Regulatory issues,Failed
S02385,Startup_2385,AI,Canada,2017,1.0,50000.0,200000.0,,50.0,300000.0,low,1,3.0,Regulatory issues,failed
S02386,Startup_2386,Ecommerce,India,2011,5.0,300000.0,12000000.0,-100000.0,120.0,300000.0,Medium,2,,Regulatory issues,failed
S02387,Startup_2387,FoodTech,USA,2022,3.0,1500000.0,5000000.0,29328638.0,300.0,,high,10,4.5,Strong competition,failed
S02388,Startup_2388,Ed-tech,UK,2014,4.0,100000.0,,-100000.0,5.0,150000.0,high,5,1.5,Founder conflict,failed
S02389,Startup_2389,Energy,U.S.A,2015,3.0,800000.0,5000000.0,-100000.0,120.0,300000.0,high,2,4.5,Strong competition,failed
S02390,Startup_2390,Fintech,UK,2017,2.0,300000.0,12000000.0,,,40000.0,High,9,3.8,High burn rate,failed
S02391,Startup_2391,Agritech,Australia,2012,4.0,300000.0,12000000.0,11471733.0,3.0,300000.0,high,5,3.0,Founder conflict,Success
S02392,Startup_2392,Health Tech,UK,2012,5.0,50000.0,200000.0,,120.0,,Low,10,,Poor financial planning,failed
S02393,Startup_2393,Ed-tech,india,2020,2.0,300000.0,1000000.0,-100000.0,5.0,,Medium,13,4.5,Cash flow issues,failed
S02394,Startup_2394,FinTech,Canada,2022,1.0,50000.0,1000000.0,-100000.0,25.0,150000.0,low,4,3.8,Regulatory issues,failed
S02395,Startup_2395,EdTech,UK,2015,1.0,,1000000.0,-100000.0,120.0,40000.0,High,2,4.5,Regulatory issues,Success
S02396,Startup_2396,FoodTech,Germany,2016,3.0,800000.0,5000000.0,,25.0,90000.0,Low,1,,Strong competition,Success
S02397,Startup_2397,SaaS,Canada,2019,2.0,,5000000.0,,,150000.0,high,6,4.5,Lack of market demand,Failed
S02398,Startup_2398,Ed-tech,USA,2013,4.0,800000.0,,-100000.0,,300000.0,low,6,2.3,High burn rate,failed
S02399,Startup_2399,RealEstate,Australia,2021,4.0,50000.0,200000.0,,,90000.0,low,6,,Regulatory issues,failed
S02400,Startup_2400,Transport,UK,2013,5.0,300000.0,,-100000.0,25.0,90000.0,High,3,2.3,Lack of market demand,failed
S02401,Startup_2401,RealEstate,USA,2010,4.0,50000.0,1000000.0,-100000.0,300.0,90000.0,High,8,2.3,Strong competition,Success
S02402,Startup_2402,Ed-tech,india,2021,3.0,100000.0,1000000.0,7600042.0,25.0,40000.0,low,8,3.0,Strong competition,Success
S02403,Startup_2403,Fintech,UK,2010,4.0,100000.0,1000000.0,-100000.0,300.0,150000.0,Medium,2,4.5,Poor financial planning,failed
S02404,Startup_2404,E commerce,Australia,2010,1.0,300000.0,1000000.0,26734675.0,50.0,,high,5,3.8,Bad marketing,Failed
S02405,Startup_2405,Agritech,india,2015,3.0,,5000000.0,22088635.0,10.0,300000.0,high,3,,Bad marketing,Failed
S02406,Startup_2406,EdTech,UK,2023,3.0,50000.0,5000000.0,,300.0,150000.0,low,10,3.8,Regulatory issues,failed
S02407,Startup_2407,RealEstate,USA,2013,4.0,100000.0,,-100000.0,120.0,150000.0,High,4,4.5,Strong competition,Success
S02408,Startup_2408,HealthTech,Canada,2014,4.0,,,,,150000.0,low,12,,Cash flow issues,Failed
S02409,Startup_2409,AI,UK,2013,4.0,300000.0,200000.0,22406004.0,5.0,300000.0,High,7,,Strong competition,Failed
S02410,Startup_2410,Transport,India,2011,4.0,800000.0,12000000.0,-100000.0,25.0,300000.0,High,1,,Founder conflict,failed
S02411,Startup_2411,EdTech,USA,2014,4.0,100000.0,1000000.0,-100000.0,5.0,300000.0,low,8,,,Success
S02412,Startup_2412,Energy,USA,2016,1.0,,200000.0,,3.0,150000.0,High,10,3.0,Poor financial planning,failed
S02413,Startup_2413,EdTech,Australia,2021,5.0,300000.0,200000.0,-100000.0,10.0,90000.0,High,4,2.3,Founder conflict,failed
S02414,Startup_2414,Energy,Germany,2014,1.0,1500000.0,12000000.0,-100000.0,3.0,90000.0,high,5,3.0,Cash flow issues,failed
S02415,Startup_2415,FinTech,Australia,2017,3.0,300000.0,12000000.0,,300.0,40000.0,high,10,1.5,Lack of market demand,Success
S02416,Startup_2416,SaaS,Canada,2014,,800000.0,12000000.0,-100000.0,120.0,40000.0,High,6,,Regulatory issues,Failed
S02417,Startup_2417,Travel,UK,2015,5.0,1500000.0,5000000.0,-100000.0,10.0,90000.0,Medium,6,3.0,Bad marketing,Success
S02418,Startup_2418,EdTech,USA,2015,5.0,100000.0,5000000.0,15905885.0,,,Low,5,3.0,,Success
S02419,Startup_2419,Transport,USA,2020,3.0,300000.0,5000000.0,14323816.0,,90000.0,high,15,3.8,Bad marketing,failed
S02420,Startup_2420,Agritech,Germany,2014,1.0,100000.0,5000000.0,,50.0,300000.0,Low,14,3.0,Cash flow issues,failed
S02421,Startup_2421,HealthTech,Canada,2013,5.0,,,-100000.0,50.0,150000.0,High,9,,Poor financial planning,failed
S02422,Startup_2422,AI,U.S.A,2012,5.0,1500000.0,5000000.0,16084851.0,120.0,300000.0,Medium,15,,,Failed
S02423,Startup_2423,E commerce,India,2016,,50000.0,,29201869.0,,150000.0,low,6,4.5,Cash flow issues,Failed
S02424,Startup_2424,AI,Germany,2019,3.0,100000.0,5000000.0,17983510.0,10.0,,low,5,3.0,High burn rate,failed
S02425,Startup_2425,Fintech,USA,2018,4.0,50000.0,12000000.0,-100000.0,5.0,,Medium,8,,Lack of market demand,Failed
S02426,Startup_2426,Agritech,India,2017,4.0,100000.0,200000.0,9488118.0,120.0,40000.0,high,11,2.3,Lack of market demand,Success
S02427,Startup_2427,Energy,USA,2014,5.0,800000.0,5000000.0,,300.0,,high,14,4.5,Founder conflict,Success
S02428,Startup_2428,Travel,U.S.A,2020,2.0,100000.0,5000000.0,-100000.0,10.0,40000.0,high,13,3.0,Lack of market demand,failed
S02429,Startup_2429,Fintech,UK,2016,3.0,100000.0,5000000.0,,5.0,300000.0,Low,10,2.3,Cash flow issues,Failed
S02430,Startup_2430,E commerce,USA,2022,5.0,1500000.0,12000000.0,,3.0,90000.0,low,1,3.8,,Failed
S02431,Startup_2431,Fintech,UK,2017,4.0,50000.0,1000000.0,,,40000.0,low,13,1.5,Poor financial planning,Success
S02432,Startup_2432,FinTech,Germany,2011,1.0,,5000000.0,-100000.0,,40000.0,Medium,9,,Lack of market demand,Failed
S02433,Startup_2433,FoodTech,USA,2015,2.0,300000.0,5000000.0,5409012.0,10.0,90000.0,high,5,2.3,,Failed
S02434,Startup_2434,Ed-tech,USA,2010,,300000.0,1000000.0,-100000.0,,,Medium,9,1.5,Cash flow issues,Failed
S02435,Startup_2435,Fintech,India,2017,2.0,300000.0,5000000.0,13331259.0,10.0,40000.0,high,10,3.8,Cash flow issues,failed
S02436,Startup_2436,FinTech,USA,2017,5.0,,1000000.0,29048009.0,25.0,150000.0,low,5,2.3,,Failed
S02437,Startup_2437,E commerce,Australia,2016,4.0,300000.0,12000000.0,6467532.0,5.0,150000.0,high,2,3.0,Lack of market demand,failed
S02438,Startup_2438,AI,U.S.A,2017,4.0,100000.0,5000000.0,-100000.0,25.0,300000.0,High,15,2.3,Regulatory issues,Success
S02439,Startup_2439,Travel,Germany,2022,,,12000000.0,,3.0,300000.0,low,7,,Cash flow issues,failed
S02440,Startup_2440,EdTech,Australia,2020,3.0,800000.0,5000000.0,,,40000.0,Low,1,3.8,High burn rate,Failed
S02441,Startup_2441,FoodTech,India,2011,,,,-100000.0,,90000.0,high,7,3.8,High burn rate,Success
S02442,Startup_2442,HealthTech,Germany,2021,5.0,800000.0,200000.0,,,150000.0,Low,11,3.0,Founder conflict,Failed
S02443,Startup_2443,FinTech,Canada,2012,1.0,100000.0,1000000.0,-100000.0,300.0,90000.0,Medium,9,,Cash flow issues,failed
S02444,Startup_2444,FoodTech,Canada,2013,2.0,50000.0,200000.0,20185603.0,120.0,40000.0,Medium,6,,Regulatory issues,Success
S02445,Startup_2445,Energy,Australia,2023,5.0,50000.0,200000.0,-100000.0,5.0,40000.0,Medium,15,4.5,Founder conflict,Success
S02446,Startup_2446,FoodTech,India,2021,5.0,100000.0,5000000.0,-100000.0,50.0,150000.0,high,3,3.8,High burn rate,failed
S02447,Startup_2447,Ed-tech,Australia,2022,3.0,800000.0,,,,90000.0,High,13,3.0,Founder conflict,failed
S02448,Startup_2448,Ecommerce,india,2023,5.0,100000.0,,-100000.0,5.0,150000.0,low,1,3.8,High burn rate,Failed
S02449,Startup_2449,SaaS,Germany,2016,5.0,1500000.0,,4272746.0,3.0,300000.0,Medium,11,4.5,Poor financial planning,failed
S02450,Startup_2450,Ed-tech,USA,2014,5.0,50000.0,5000000.0,,10.0,90000.0,high,13,3.8,Cash flow issues,Failed
S02451,Startup_2451,Agritech,Canada,2021,5.0,800000.0,5000000.0,,5.0,,Low,3,3.8,Bad marketing,Failed
S02452,Startup_2452,Fintech,Canada,2021,5.0,100000.0,5000000.0,,5.0,150000.0,high,7,1.5,Bad marketing,failed
S02453,Startup_2453,FinTech,Canada,2012,2.0,100000.0,12000000.0,,3.0,150000.0,Medium,4,,Cash flow issues,failed
S02454,Startup_2454,EdTech,UK,2016,1.0,50000.0,200000.0,29287126.0,,300000.0,Low,4,3.0,High burn rate,Failed
S02455,Startup_2455,HealthTech,India,2018,1.0,50000.0,1000000.0,-100000.0,10.0,40000.0,Low,4,1.5,Poor financial planning,failed
S02456,Startup_2456,Ecommerce,Germany,2013,5.0,50000.0,12000000.0,-100000.0,300.0,300000.0,Medium,6,1.5,Poor financial planning,failed
S02457,Startup_2457,Fintech,Canada,2022,1.0,1500000.0,5000000.0,17749911.0,3.0,150000.0,Medium,9,3.0,Regulatory issues,failed
S02458,Startup_2458,Health Tech,Australia,2021,2.0,1500000.0,,-100000.0,,150000.0,High,9,3.0,High burn rate,Success
S02459,Startup_2459,EdTech,Germany,2013,3.0,1500000.0,200000.0,-100000.0,3.0,,High,2,3.0,Bad marketing,Failed
S02460,Startup_2460,EdTech,india,2023,2.0,,12000000.0,17763065.0,,150000.0,Low,9,3.8,High burn rate,Success
S02461,Startup_2461,Travel,USA,2022,4.0,800000.0,12000000.0,-100000.0,50.0,150000.0,Medium,5,1.5,,Success
S02462,Startup_2462,Transport,USA,2019,5.0,,5000000.0,-100000.0,5.0,300000.0,Low,10,3.0,Lack of market demand,Success
S02463,Startup_2463,EdTech,Canada,2022,3.0,1500000.0,5000000.0,,5.0,90000.0,high,8,,Cash flow issues,failed
S02464,Startup_2464,Ecommerce,Australia,2023,4.0,,12000000.0,-100000.0,25.0,90000.0,Low,13,3.0,Cash flow issues,failed
S02465,Startup_2465,Health Tech,U.S.A,2023,3.0,50000.0,12000000.0,18307390.0,50.0,300000.0,Low,13,1.5,Poor financial planning,failed
S02466,Startup_2466,AI,U.S.A,2016,5.0,1500000.0,12000000.0,,25.0,300000.0,Low,9,3.8,Regulatory issues,Success
